operacao|ctefctef|cnpjctef|empresactef|valorCtef|valorAceitoCaixa
1079943|013/13|61.106.159/0001-80|EPCCO ENGENHARIA DE PROJETOS CONSULTORIA E CONSTR LTDA|4272647,98|4272647,98
1083216|15/2024|10.475.444/0001-37|CONSTRUTORA BELO ORIENTE LTDA|514126,02|514126,02
1086409|5/5|13.165.476/0001-24|CONSTRUCOES COMERCIO E SERVICOS LTDA|960000,54|960000,54
1086427|006/2023|11.739.762/0001-20|CONSTRUTORA TIERES LTDA|2389290,45|2389290,45
1076816|0012023/2023|42.109.387/0001-69|M A CONSTRUTORA E PAVIMENTACAO LTDA|495832,20|495832,20
1074631|003/2023|29.271.570/0001-06|CRL CONSTRUTORA E CONSERVADORA LTDA|334142,65|334142,65
1078867|01/1|26.392.131/0001-55|MULTIBLOCO MATERIAIS DE CONSTRUCAO LTDA|868234,78|868234,78
1085677|0022024/2024|18.546.265/0001-55|ATILA & MENEZES ENGENHARIA E CONSTRUTORA LTDA|1035359,31|1035359,31
1083217|02/2023|34.448.864/0001-92|CONSTRUTORA D. BRANGER LTDA|523221,23|523221,23
1083210|132023/2023|46.603.862/0001-00|FGC ENGENHARIA E CONSTRUTORA LTDA|1138932,11|1138932,11
1083281|005/5|46.640.417/0001-10|LEOPAV INFRAESTRUTURA URBANA LTDA|854999,97|854999,97
1086920|007/2024|01.294.313/0001-62|TERRAPLENAGEM CENTRO OESTE LTDA|12899999,98|12899999,98
1092406|584/2024|12.109.281/0001-02|VIRGINIA DUARTE LOPES NASCIMENTO EIRELI|2901158,51|2901158,51
1075542|0072024/2024|13.721.250/0001-62|J.V.M DA MOTA LTDA|341941,31|341941,31
1096251|0042024/2024|10.811.637/0001-11|UCHOA ENGENHARIA LTDA|475675,75|475675,75
1087064|004/4|03.716.753/0001-96|LONGUINI INDUSTRIA E COMERCIO DE PAVIMENTACOES LTDA|1023583,55|1023583,55
1086431|0022024/2024|55.286.217/0001-00|CONSORCIO PORTICO-ARTEC PORTO 2|259046853,49|259046853,49
1090427|012/2024|39.313.039/0001-02|ENGEBEST LTDA|956000,00|956000,00
1086438|001 2024|30.994.376/0001-20|BRT CONSTRUTORA LTDA|1849999,00|1849999,00
1079898|07/2023|26.376.377/0001-33|NSA ENGENHARIA LTDA|338686,60|338686,60
1083890|028/28|32.606.760/0001-33|M O DA SILVA ENGENHARIA LTDA|9750,00|9750,00
1078444|02/2023|15.161.740/0001-87|CFV OBRAS PUBLICAS LTDA|567459,08|567459,08
1083294|27/27|16.910.656/0001-81|JS CONSTRUTORA E LOCADORA LTDA|1048065,86|1048065,86
1083903|009/2023|27.538.616/0001-77|PIMENTEL CONSTRUCOES LTDA|1307046,69|1307046,69
1082109|082023/2023|35.600.495/0001-74|JOAO NILTON DE SOUSA  LTDA|720367,67|720367,67
1079503|007/7|30.539.899/0001-86|BRUNO JOSE FERREIRA ROCHA CONSTRUTORA|248290,01|248290,01
1066590|1502021/2021|06.226.439/0001-13|CONSTRUTORA CAXE EIRELI|612545,33|612545,33
1078662|08/8|27.620.452/0001-22|DITREVI ENGENHARIA LTDA|622614,33|622614,33
1072892|00029/2021|45.927.806/0001-68|CONSORCIO CRUZEIRO II AC 405|18011303,01|18011303,01
1083497|008,2023|18.330.394/0001-01|FAS COMERCIO & SERVICO LTDA|539058,66|539058,66
1083439|002/2023|20.671.477/0001-06|DOMINUS CONSTRUCOES E SERVICOS LTDA|1002549,12|1002549,12
1083296|008/8|53.275.036/0001-44|VECCI CONSTRUCOES LTDA|549881,54|549881,54
1073695|27/27|05.502.281/0001-02|TECON TECNOLOGIA EM CONSTRUCOES LTDA|79092444,19|79092444,19
1075576|009/9|43.619.008/0001-43|NOVA URB CONSERVACAO LTDA|280757,71|280757,71
1077099|05/2023|30.226.145/0001-76|CONSTRUCAO EM EXECUCAO LTDA|298169,34|298169,34
1073531|003/2024|84.409.713/0001-01|AMAPATRAT & SERVICOS LTDA|2841608,32|2841608,32
1084158|05/2023|04.326.123/0001-78|N & S CONSTRUCOES E PROJETOS LTDA|760819,25|760819,25
1075585|032023/2023|30.161.130/0001-77|TIAGO BRASIL FONTANA & CIA LTDA|259738,46|259738,46
1075063|004/2022|20.014.873/0001-60|PROJET CONSTRUCOES, SERVICOS E TRANSPORTES EIRELI|2012155,06|2012155,06
1083963|062024/2024|03.688.640/0001-24|GOMES & AZEVEDO LTDA|438000,00|438000,00
1083969|0022024/2024|50.037.715/0001-97|LEON MARTINS ENGENHARIA LTDA|200000,00|200000,00
1083971|005/2024|10.713.403/0001-31|CONSTRUTORA CORDEIRO LTDA|296500,00|296500,00
1085603|03/2024|39.692.136/0001-45|DEVALE ENGENHARIA LTDA|1034900,00|1034900,00
1083994|082/82|16.992.401/0001-05|BR2 CONSTRUTORA LTDA|241257,83|241257,83
1084012|900022024/2024|22.360.618/0001-03|PAVITEX SERVICOS DE PAVIMENTACAO E COMERCIO LTDA|986324,26|986324,26
1084310|002/2024|31.094.999/0001-09|MENDONCA E SILVA CONSTRUCOES E LOCACOES LTDA|449990,02|449990,02
1084317|00003/2023|36.121.012/0001-11|PR CONSTRUCOES LTDA|210276,54|210276,54
1075601|060022023/2023|41.313.966/0001-66|E2 CONSTRUCOES E SERVICOS LTDA|1004163,17|1004163,17
1086924|012024/2024|33.073.477/0001-56|RG SOLUCOES LTDA|994418,20|994418,20
1078846|03/2023|00.468.845/0001-06|AL ALMEIDA ENGENHARIA LTDA|553545,10|553545,10
1080864|003/2022|40.083.137/0001-71|M K ENGENHARIA EIRELI|787823,01|787823,01
1082110|0092022/2022|23.722.985/0001-64|JPF CONSTRUCOES LTDA|760566,47|760566,47
1084028|26/2023|23.156.990/0001-57|FEDERAL CONSTRUTORA LTDA|851039,59|851039,59
1095287|005/5|36.314.307/0001-04|MARCELO CALDEIRA GONCALVES|370701,97|370701,97
1084030|004/2023|17.783.899/0001-69|J W VIANA JUNIOR ENGENHARIA LTDA|987620,73|987620,73
1086457|002/2024|27.776.149/0001-13|SUSSUARANA ENGENHARIA E ARQUITETURA LTDA|9390696,60|9390696,60
1077927|0102023/2023|13.616.609/0001-31|BRITOM CONSTRUCOES E SERVICOS LTDA|1915856,00|1915856,00
1080534|1122024/2024|26.649.607/0001-90|ASO ENGENHARIA LTDA|270000,00|270000,00
1078215|00156/2024|29.565.323/0001-04|Fábia Íris Macedo Lira de Carvalho|1292000,00|930500,42
1095732|005/5|17.480.342/0001-59|CONSTRUTORA GONCALO LTDA|771452,29|771452,29
1082111|006/2023 - TP|28.588.813/0001-63|ESTRELA EMPEENDIMENTOS LTDA|481303,72|481303,72
1084163|90005/2024|40.695.670/0001-94|TREVISAN CONSTRUTORA E INCORPORADORA LTDA|435000,00|435000,00
1063183|010/2022|10.811.637/0001-11|UCHOA ENGENHARIA LTDA|449165,19|449165,19
1077448|18/18|08.319.608/0001-95|FORT SERVICE COMPANY & CONSTRUTORA LTDA|762837,20|762837,20
1077341|012023/2023|35.173.318/0001-59|PAVI SUL CONSTRUTORA LTDA|429278,50|429278,50
1072937|TP0028/2023-01|58.059.759/0001-20|ANALISE PLANEJAMENTO E CONSTRUCAO LTDA|416737,70|416737,70
1083542|009/23-SEPOP|20.168.935/0001-99|NJ CAETANO EMPREENDIMENTOS IMOBILIARIOS LTDA|10639069,08|10639069,08
1085616|C-4/2024-PMI|86.770.260/0001-61|CONSISO SERVICOS DE ENGENHARIA, CONSULTORIA E PARTICIPACOES LTDA|550106,55|550106,55
1077378|072024/2024|13.585.722/0001-05|TAILORED ENGENHARIA LTDA|2210136,14|2210136,14
1097283|0122024/2024|26.672.417/0001-94|CONSTRUTORA TAMANDUA LTDA|905196,41|905196,41
1085188|008/8|43.113.187/0001-42|BWS PRIME ENGENHARIA LTDA|542594,93|542594,93
1078735|012/2024|18.693.277/0001-02|D K SERVICOS E LOCACOES LTDA|539556,28|539556,28
1074900|00001/2022|30.836.850/0001-95|R & S ENGENHARIA E CONSULTORIA EIRELI|502504,32|502504,32
1083544|7/2023|42.214.928/0001-19|MARTINS VIEIRA CONSTRUTORA E SOLUCOES LTDA|230958,80|230958,80
1087130|009/9|17.791.851/0001-00|JULIANE CONTI DANDOLINI LTDA|280057,10|280057,10
1077344|3244/2024|17.452.767/0001-54|CONSERBAS CONSTRUCOES E SERVICOS EIRELI|243182,60|243182,60
1075352|00087/2023|37.094.328/0001-24|EMPREENDIMENTOS E NEGOCIOS MVM LTDA|246413,59|246413,59
1085448|15/15|44.080.139/0001-68|VIPCON MONTAGEM E MANUTENCAO LTDA|544000,00|544000,00
1085453|09/2024|11.604.530/0001-65|M. D. CONSTRUCOES LTDA|953250,66|953250,66
1085458|00022024/2024|04.812.571/0001-81|ALPES ENGENHARIA LTDA|1002138,66|1002138,66
1085458|00022024/2024|04.812.571/0001-81|ALPES ENGENHARIA LTDA|1002138,66|1002138,66
1077592|01/2023|49.681.139/0001-37|MIRIAM BARCELOS LTDA|437854,20|437854,20
1075374|00032023/2023|29.878.872/0001-39|R F SERVICOS DE CONSTRUCAO CIVIL LTDA|415313,75|415313,75
1077863|09/2023|49.701.596/0001-46|CD CONSTRUCOES LTDA|501968,55|501968,55
1077102|0012024/2024|26.757.074/0001-60|R.N ENGENHARIA LTDA|223374,60|223374,60
1084745|002/2|11.077.551/0001-70|EMAV INFRAESTRUTURA LTDA|311042,64|311042,64
1075394|03/2023|14.800.320/0001-30|PAVISA PAVIMENTACAO E OBRAS DE SANEAMENTO LTDA|248978,26|248978,26
1075407|06001/2024 CE|44.997.219/0001-82|ENGERCON CONSTRUTORA E SERVICOS LTDA|665200,47|665200,47
1076493|23/2023|30.424.552/0001-98|VIGOM ENGENHARIA E CONSTRUCOES LTDA|270566,44|270566,44
1086739|2972024/2024|00.637.923/0001-59|FORTPAV PAVIMENTACAO E SERVICOS LTDA|5340715,20|5340715,20
1080821|00062023/2023|44.352.616/0001-05|PONTES CONSTRUTORA E SERVICOS LTDA|230832,45|230832,45
1086749|0152024/2024|88.074.364/0001-67|ICCILA-INDUSTRIA , COMERCIO E CONSTRUCOES IBAGE LTDA|588970,34|588970,34
1076857|3579/2024|42.727.372/0001-64|FORMIGARI COMERCIO DE MOVEIS LTDA|8919,68|8919,68
1076857|092022/2022|28.735.845/0001-44|HAMMER ENGENHARIA PRODUTOS E SERVICOS LTDA|1169627,44|1169627,44
1074357|03/2022|12.474.397/0001-32|CONSTRUTORA BATISTA DOS SANTOS LTDA|628610,40|628610,40
1077623|0082023/2023|18.387.427/0001-50|BLUE WAVE ENGENHARIA LTDA|335118,35|335118,35
1076448|2023061301/1301|34.395.105/0001-09|R & G CONSTRUCOES E LOCACOES LTDA|563006,85|563006,85
1084179|015/2023|28.131.759/0001-22|TMK ENGENHARIA S.A.|6108110,12|6108110,12
1087141|0092024/2024|00.142.402/0001-20|ERNANI JOSE BUENO  LTDA|875536,71|875536,71
1088293|2023,003|01.687.568/0001-95|TOCANTINS LTDA|8789380,58|8789380,58
1075746|28/2024|38.293.522/0001-00|PILARES ENGENHARIA E SERVICOS LTDA|382024,95|382024,95
1073313|0042022/2022|84.496.033/0001-64|P R CONSTRUCOES E TERRAPLANAGEM LTDA|11184863,90|11184863,90
1074486|0192023/2023|22.467.368/0001-05|J. D. ENGENHARIA LTDA|558000,00|558000,00
1078021|00324/324|02.380.232/0001-48|CALDAS & FURLANI ENGENHARIA LTDA|593446,97|593446,97
1083637|012103/2023|23.249.596/0001-63|PLANO A SERVICOS LTDA|2870066,26|2870066,26
1076819|13/2023|11.739.762/0001-20|CONSTRUTORA TIERES LTDA|215510,05|215510,05
1073411|002/2024|18.931.706/0001-32|M&A CONSTRUTORA LTDA|710000,00|710000,00
1078230|142023/2023|35.184.440/0001-20|KELLTCH-ON ELETRICA E CONSTRUCAO CIVIL LTDA|989991,34|989991,34
1072992|002/2023|50.559.772/0001-36|IMPREJ ENGENHARIA LTDA.|16999888,77|16999888,77
1083551|005/2023 - TP|02.664.140/0001-90|LUSTOSA CONSTRUTORA LTDA|658000,00|658000,00
1076456|007/2023-CPL-OBRAS|17.811.701/0001-03|YEM SERVICOS TECNICOS E CONSTRUCOES LTDA|1694611,79|1694611,79
1074671|032022/2022|42.568.843/0001-39|FASD ENGENHARIA LTDA|419326,56|419326,56
1085784|3/3|24.397.802/0001-45|PEDREIRA NORTE & SUL LTDA|814368,73|814368,73
1085482|032023/2023|77.744.134/0001-41|PEDREIRA SANTIAGO LTDA|4840049,79|4840049,79
1062264|035/2022|39.526.609/0001-34|GONCALVES ENGENHARIA E COMERCIO EIRELI|614578,87|614578,87
1067961|004/2022|22.338.004/0001-17|ESSIS PRESTADORA DE SERVICOS LTDA|1006048,09|1006048,09
1072429|02/2024|19.724.740/0001-07|BONNA CONSTRUCAO E ENGENHARIA LTDA|1104312,73|1104312,73
1072429|001/2024|26.972.412/0001-87|D LUCENA CONSTRUTORA LTDA|1592080,72|1592080,72
1073823|592024/2024|40.705.610/0001-05|TETRIS CONSTRUCOES LTDA|209900,00|209900,00
1082104|003/2023|22.665.443/0001-34|D D ROQUE|572699,27|572699,27
1075489|122023/2023|19.020.912/0001-53|SETE ENGENHARIA LTDA|638950,00|638950,00
1077601|015/2022|42.918.155/0001-51|ELTON COSTA DOS SANTOS JUNIOR - CONSTRUTORA - EIRELI|274469,05|274469,05
1087282|0132024/2024|08.624.997/0001-62|JM ENGENHARIA E LOCACAO LTDA|8307000,00|8307000,00
1077354|04/4|32.479.264/0001-66|DARCI FERNANDES RODRIGUES DOS SANTOS|282893,27|282893,27
1079420|00007/2023|34.746.608/0001-81|ABIK ENGENHARIA E CONSULTORIA LTDA|347369,83|347369,83
1077211|000032023/2023|36.972.451/0001-38|IGOR ROCHA DE BRITO LIRA|495276,50|495276,50
1077523|0022022/2022|32.336.123/0001-94|PH EMPREENDIMENTOS LTDA|969771,15|969771,15
1096530|90026/2024|17.155.391/0001-16|CONSTRUTORA APIA S/A.|164184773,85|164184773,85
1083174|0052023/2023|29.720.510/0001-15|R L FERNANDES ENGENHARIA|388750,82|388750,82
1085526|36/2023|21.629.277/0001-58|SERTAO ENGENHARIA LTDA|133905,50|133905,50
1085807|0352023/2023|28.131.759/0001-22|TMK ENGENHARIA S.A.|4030678,62|4030678,62
1075169|001/1|02.675.203/0001-03|CONSTRUTORA KELLER, PROJETOS E CONSULTORIA LTDA|613854,59|613854,59
1078970|06/2024|53.904.721/0001-92|KONSTRUTIVA ENGENHARIA E CONSTRUCOES LTDA|515030,89|515030,89
1084656|046/2024|26.995.487/0001-83|VERTSA CONSTRUCOES LTDA|1184227,18|1184227,18
1085612|01/1|48.832.997/0001-72|M & C INCORPORADORA LTDA|1665000,00|1665000,00
1085824|1002023/2023|11.312.768/0001-17|FJR ENGENHARIA E CONSTRUCOES LTDA|4956793,08|4956793,08
1078792|022022/2022|13.806.196/0001-58|PROGETTO SUL LTDA|315530,89|315530,89
1078792|022022/2022|35.830.083/0001-20|GLV URBANIZACAO E SERVICOS LTDA|315582,27|315582,27
1085831|079/2024|32.754.174/0001-36|RENEA INFRAESTRUTURA S.A|13305262,80|13305262,80
1083175|001/2024|21.445.159/0001-90|V. M. LOCACOES E SERVICOS DE TRANSPORTES LTDA|471497,18|471497,18
1083757|008/2023|49.423.457/0001-06|CASIP EMPREENDIMENTOS LTDA|1175667,12|1175667,12
1094700|006/6|10.890.745/0001-27|LEVI CONSTRUCOES LTDA|701999,41|701999,41
1083410|0222024/2024|36.486.992/0001-56|REALCE ENGENHARIA E CONSUTORIA - LTDA|513976,71|513976,71
1094208|032024/2024|18.784.729/0001-61|CONSTRUTORA E TRANSPORTES J & M LTDA|977049,26|977049,26
1084901|0012024/2024|02.077.639/0001-09|DOBIL ENGENHARIA LTDA|2959696,31|2959696,31
1077626|0032023/2023|09.423.365/0001-01|WTS COMERCIO E SERVICOS LTDA|312001,31|312001,31
1084918|23/2023|51.058.169/0001-33|TCI TECNOLOGIA EM CONSTRUCAO E INFRAESTRUTURA LTDA|339391,93|339391,93
1073323|002/2|19.925.936/0001-51|RLB CONSTRUCOES LTDA|804645,34|804645,34
1073220|11/2024|23.523.983/0001-46|MED PROJETOS E CONSTRUCAO LTDA|564000,00|564000,00
1073220|09/20211|04.020.875/0001-06|ALPIS CONSTRUCOES E INCORPORACOES - EIRELI|1071813,70|1071813,70
1075194|TP11/2023|23.875.029/0001-12|CONCRETIZA ENGENHARIA LTDA|1172979,49|1172979,49
1085838|006/6|40.374.896/0001-93|JL PROJETOS E CONSTRUCOES LTDA|990290,20|990290,20
1085873|3308/2024|33.737.103/0001-98|VIEIRA CAMPOS SERVIÇOS E LOCAÇÕES LTDA|460250,33|460250,33
1084182|009/2024|26.277.170/0001-01|CONCRESUL ENGENHARIA LTDA|541147,11|541147,11
1077365|3425/2024|08.233.204/0001-84|CONSTRUTORA HIGA EIRELI|635686,25|635686,25
1075536|008/8|24.616.657/0001-46|ROBUST SERVICE CONSTRUCOES LTDA|361104,42|361104,42
1073544|0022022/2022|31.519.558/0001-01|SUPORTE SERVICOS DE CONSULTORIA E ENGENHARIA CIVIL EIRELI|4186127,73|4186127,73
1088265|4/2024|34.743.142/0001-60|M BARRETO ENGENHARIA LTDA|590649,51|590649,51
1083417|05/5|29.479.764/0001-93|TR CONSTRUTORA E ENGENHARIA LTDA|472479,36|472479,36
1083826|002/2024|09.555.987/0001-85|QUEIROZ FERRAGISTA & CONSTRUCAO LTDA|369375,00|369375,00
1077856|001/2023|11.637.326/0001-40|CONSTRUTORA E EMPREITEIRA J. CHAVES LTDA|502847,00|502847,00
1085218|006/2024|00.643.740/0001-46|TERRAPLENAGEM SAO LUCAS LTDA|1447264,44|1447264,44
1083683|TP001/2023|04.967.561/0001-15|CONSTRUTORA RIBEIRO TEIXEIRA LTDA|1648211,16|1648211,16
1073229|008/2021|12.607.846/0001-73|CONCREALL COMERCIALIZACAO EIRELI|391021,27|391021,27
1078332|12023/2023|38.314.216/0001-02|COMERCIAL SILVA PEREIRA LTDA|383837,77|383837,77
1083426|002/2024 1|36.119.982/0001-82|AVANTTI SERVICOS LTDA|379087,07|379087,07
1083204|102024/2024|26.834.159/0001-03|DIEIZON LUIZ MAGRO LTDA|399999,08|399999,08
1077608|0012024/2024|36.969.897/0001-03|VIGA CONSTRUCOES E SERVICOS LTDA|572911,38|572911,38
1074244|3/2021|07.353.785/0001-25|CONSTRUTORA INHUMAS LTDA|841525,71|841525,71
1079417|40/40|44.721.630/0001-20|NOVA JRA EMPREENDIMENTOS E ENGENHARIA LTDA|2297302,09|2297302,09
1078820|10/2023|33.629.349/0001-46|MM ENGENHARIA E CONSULTORIA LTDA|309878,39|309878,39
1078271|09/2023|34.212.059/0001-65|MORAIS EMPREENDIMENTOS E SERVICOS DE ENGENHARIA LTDA|297571,70|297571,70
1078335|9/2023|49.701.596/0001-46|CD CONSTRUCOES LTDA|648584,18|648584,18
1075819|00224/224|02.380.232/0001-48|CALDAS & FURLANI ENGENHARIA LTDA|281064,58|281064,58
1075821|022023/2023|43.939.494/0001-87|BGMC CONSTRUCAO E SERVICOS  LTDA|329020,29|329020,29
1073733|001/2022|41.163.870/0001-69|FORTE CONSTRUCAO E TRANSPORTE LTDA|9575191,00|9575191,00
1085196|012024/2024|43.675.403/0001-43|RODRIGO HELENO COELHO|358373,04|358373,04
1073008|1722022/2022|13.034.156/0001-35|TETO CONSTRUTORA S.A.|15514099,76|15514099,76
1079063|012022/2022|24.415.447/0001-90|MIVAQ CONSTRUCOES LTDA|559592,85|559592,85
1083224|19/19|32.611.370/0001-51|A7 PROJETOS E SERVICOS LTDA|583755,62|583755,62
1090545|0012024/2024|35.978.627/0001-04|M. M. DA SILVA OLIVEIRA CONSTRUCAO DE EDIFICIOS LTDA|979197,83|979197,83
1078028|010/2022|23.893.794/0001-65|USITEQ SERVICO DE USINAGEM LTDA|1108842,18|1108842,18
1096789|0092024/2024|46.640.417/0001-10|LEOPAV INFRAESTRUTURA URBANA LTDA|886700,45|886700,45
1074735|0043/2022|05.864.917/0001-58|CONSTRUTORA RIAL LTDA|3712145,65|3712145,65
1084275|3/2024|42.798.620/0001-68|ASZ ESCAVACOES LTDA|215000,00|215000,00
1074168|Nº 011/2022|30.700.985/0001-29|CONSTRUTORA MANASSU LTDA|458866,34|458866,34
1083229|0012024/2024|39.998.443/0001-59|I9 ENGENHARIA E PROJETOS LTDA|278000,00|278000,00
1074095|89/2023|53.253.839/0001-06|CONSORCIO LF & ITAMARACA|26758587,42|26758587,42
1074265|060022022/2022|36.315.922/0001-35|ECO CONSTRUCAO E LOCACAO DE MAQUINAS EIRELI|1004844,41|1004844,41
1073142|009/2022|26.659.407/0001-19|DS ENGENHARIA E CONSTRUCAO LTDA|1911472,00|1911472,00
1084328|00013/2023|40.141.083/0001-53|PONTES EMPREENDIMENTOS LTDA|394797,91|394797,91
1083496|0062023/2023|19.371.347/0001-79|CONSTRUTORA ANDRADE E MOZZER LTDA|290000,00|290000,00
1095949|14/2024|49.183.297/0001-67|FELCAM OBRAS LTDA|439856,13|439856,13
1073886|027/2021|17.633.457/0001-36|M&M EMPREENDIMENTOS E INCORPORACAO LTDA|11115559,23|11115559,23
1085692|001/2024|00.220.982/0001-27|MATT CONSTRUTORA LTDA|491456,85|491456,85
1085348|2023.06.07.1.1|34.621.420/0001-07|CONCRETIZE SERVIÇOS E EMPREENDIMENTOS LTDA|981355,35|981355,35
1073405|00162022/2022|29.870.588/0001-16|DENILSON XAVIER SOUTO JUNIOR LTDA|3112575,29|3112575,29
1084235|005/2025|51.601.943/0001-00|J. M. DE BITTENCOURT & CIA. LTDA.|309899,99|309899,99
1085616|C-3/2024-PMI|24.556.452/0001-12|R M ENGENHARIA E CONSTRUCOES LTDA|836173,68|836173,68
1083955|22-2024|08.408.495/0001-02|VERDE MARES CONSTRUCOES DE OBRAS PUBLICA LTDA|961121,54|961121,54
1083959|01/1|06.178.268/0001-02|C. S. COSTA COMERCIO E SERVICOS AMBIENTAIS LTDA|262969,10|262969,10
1083443|58-2023-02L|44.347.655/0001-06|L A MUNIZ ENGENHARIA LTDA|620565,02|620565,02
1083975|0172023/2023|31.675.494/0001-38|JOAO TADEU PEREIRA ROQUE|699750,00|699750,00
1096406|16/16|03.802.403/0001-42|UNIBASE CONSTRUCAO E PAVIMENTACAO LTDA|390000,00|390000,00
1083448|011/11|73.025.595/0001-03|RIOSTRON PROJETOS, CONSTRUCOES E MANUTENCAO LTDA|384634,00|384634,00
1083980|005/2023|18.270.903/0001-58|KADORA PRESTADORA DE SERVICOS LTDA|565559,61|565559,61
1085892|0032023/2023|19.296.121/0001-50|SETE NETAS LOCACOES E EMPREENDIMENTOS LTDA|1035086,74|1035086,74
1077218|02005/2023|37.566.790/0001-87|ULTRA SOLUCOES E SERVICOS LTDA|858905,35|858905,35
1077219|TP004/2023|20.256.412/0001-02|A CASA CONSTRUCOES E SERVICOS LTDA|365642,57|365642,57
1085917|001/1|04.375.328/0001-43|R C M INFRAESTRUTURA E CONSTRUCOES LTDA|2660578,89|2660578,89
1085616|C-5/2024-PMI|86.770.260/0001-61|CONSISO SERVICOS DE ENGENHARIA, CONSULTORIA E PARTICIPACOES LTDA|927415,02|927415,02
1073534|020/2022|29.870.588/0001-16|DENILSON XAVIER SOUTO JUNIOR EIRELI|13012333,74|13012333,74
1078466|0005/2023|28.307.475/0001-44|NAMEDIDA ARQUITETURA LTDA|330837,50|330837,50
1084515|014/2024|06.997.366/0001-63|FIGUEIREDO COMERCIO DE PRODUTOS HOSPITALARES E SERVICOS DE CONSTRUCAO LTDA|621791,34|621791,34
1077990|0182023/2023|13.114.147/0001-54|MARCELO CADO|252863,51|252863,51
1097081|0062024/2024|45.999.417/0001-48|MEGALITO CONSTRUTORA LTDA|359601,76|359601,76
1084218|0022023/2023|41.284.989/0001-90|CONSTRUSOL EMPREENDIMENTOS E SERVICOS LTDA|1447194,88|1447194,88
1087036|0262024/2024|40.291.416/0001-20|CONSTRUTORA BRATA LTDA|255935,00|255935,00
1088286|3456/2024|09.616.071/0001-98|C. H. ROGGIA CONSTRUCOES LTDA|256468,85|256468,85
1065498|023/2021|28.807.917/0001-11|TAVARES E SALES ENGENHARIA LTDA|1965007,70|1965007,70
1085700|014/2023|03.716.753/0001-96|ANDRE LUIZ LONGUINI|288457,39|288457,39
1074529|007/7|10.569.078/0001-85|HAMMER CONSTRUCOES E INCORPORACOES LTDA.|562900,00|562900,00
1076087|13 2023|20.522.113/0001-64|RODRIGO DALL AGNOL ENGENHARIA LTDA|486000,00|486000,00
1076088|003/2023|26.236.557/0001-10|SERVALEN ENGENHARIA LTDA|520970,74|520970,74
1077226|007/2024|55.521.277/0001-51|CONSORCIO PETRATEC|8897505,87|8897505,87
1085948|008/2023|36.450.495/0001-06|W R ENGENHARIA E CONSULTORIA LTDA|956164,65|956164,65
1086537|032023/2023|09.496.357/0001-87|R FURLANI ENGENHARIA LTDA|6590062,33|6590062,33
1085963|007/2023|01.656.992/0001-72|AUTOVIA CONSTRUTORA LTDA.|4851090,13|4851090,13
1076090|012023/2023|08.672.027/0001-32|J W SOUSA LIMA LTDA|969283,01|969283,01
1074117|CP5/2022-PMI|01.792.153/0001-81|ENGEBIO - ENGENHARIA DO MEIO AMBIENTE LTDA|13970063,45|13970063,45
1074274|015 2022|32.819.477/0001-90|RZ ENERGIA E ENGENHARIA LTDA|397454,93|397454,93
1097573|036/2024|26.684.406/0001-24|JTR CONSTRUCOES E TERRAPLANAGEM LTDA|265700,84|265700,84
1076538|222319/2319|72.432.727/0001-59|CONSTRAM - CONSTRUCOES E ALUGUEL DE MAQUINAS LTDA|1703859,37|1703859,37
1086000|900022024/2024|07.353.156/0001-03|CONSTERRA CONSTRUCOES TERRAPLANAGEM E SERV LTDA|642858,66|642858,66
1078388|072024/2024|17.132.538/0001-52|I V N DE OLIVEIRA LTDA|248750,00|248750,00
1074950|001/2022|02.136.629/0001-99|NOVA TERRA CONSTRUCOES E PAVIMENTACAO LTDA|501066,20|501066,20
1085721|900152024/2024|22.620.885/0001-64|ANDRADE ENGENHARIA LTDA|2581800,00|2581800,00
1076419|02-003|04.979.231/0001-40|MARBET CONSTRUCAO E SERVICO LTDA|240000,00|240000,00
1076274|012024/2024|08.570.061/0001-04|GIRASSOL CONSTRUCOES E SERVICOS LTDA|254296,49|254296,49
1077534|22022/2022|17.274.179/0001-78|B N DE FREITAS BNF ENGENHARIA UNIPESSOAL LTDA|216366,80|216366,80
1086020|491/2024|19.276.668/0001-94|JC ENGENHARIA LTDA|493961,33|493961,33
1077166|192022/2022|01.233.506/0001-03|H & M CONSTRUCOES LTDA|1684684,31|1684684,31
1074136|05/5|26.982.980/0001-69|A R SILVA CONSTRUTORA E SERVICOS LTDA|698911,43|698911,43
1086025|002/2024|30.710.868/0001-46|HERBSTRITH ENGENHARIA E CONSTRUCOES LTDA.|253786,71|253786,71
1077744|0022023/2023|41.827.423/0001-67|IVAM ELIAS DE OLIVEIRA|1129653,40|1129653,40
1078056|1/2022|08.643.644/0001-00|CONSTRUSERVICE - EMPREENDIMENTOS E CONSTRUCOES LTDA|3835721,13|3835721,13
1076651|00006/2023|14.313.165/0001-28|TORRES CONSTRUCOES LTDA|1770592,11|1770592,11
1076733|0022022/2022|17.598.162/0001-76|MACARIO PRE MOLDADOS E METALURGICA LTDA.|1973102,37|1973102,37
1077746|001/2023|24.621.931/0001-75|LA ENGENHARIA E LOCACOES LTDA|215160,29|215160,29
1086048|002/2|01.099.606/0001-99|RSH CONSTRUTORA LTDA|10599315,39|10599315,39
1073173|010/CPL/2022|08.304.243/0001-25|FOCUS CONSTRUCOES E SERVICOS LTDA|3649020,23|3649020,23
